Inicial,Upcard,Acoes,Final,Valor,DealerFinal,Resultado,Aposta,PNL,Double,Split,BJ_Jogador,BJ_Dealer
3K,3,S,3K,13,34T,D,1.0,-1.0,N,N,N,N
27,3,D,227,11,34T,D,1.0,-2.0,S,N,N,N
46,Q,HHS,3467,20,69Q,V,1.0,1.0,N,N,N,N
59,Q,H,599,23,69Q,D,1.0,-1.0,N,N,N,N
33,Q,HH,33JQ,26,69Q,D,1.0,-1.0,N,N,N,N
29,Q,D,29A,12,69Q,V,1.0,2.0,S,N,N,N
QA,Q,-,QA,21,69Q,V,1.0,1.5,N,N,S,N
23,Q,HHHHS,222356,20,69Q,V,1.0,1.0,N,N,N,N
5Q,Q,H,5TQ,25,69Q,D,1.0,-1.0,N,N,N,N
QA,K,-,QA,21,QK,V,1.0,1.5,N,N,S,N
5J,K,HH,5JKA,26,QK,D,1.0,-1.0,N,N,N,N
9K,K,S,9K,19,QK,D,1.0,-1.0,N,N,N,N
7A,K,HH,67JA,24,QK,D,1.0,-1.0,N,N,N,N
79,K,HS,79A,17,QK,D,1.0,-1.0,N,N,N,N
26,K,HHHHS,2446AA,18,QK,D,1.0,-1.0,N,N,N,N
5J,K,HS,45J,19,QK,D,1.0,-1.0,N,N,N,N
2J,K,H,2JQ,22,5QK,D,1.0,-1.0,N,N,N,N
8K,K,S,8K,18,5QK,V,1.0,1.0,N,N,N,N
QK,K,S,QK,20,5QK,V,1.0,1.0,N,N,N,N
TT,K,S,TT,20,5QK,V,1.0,1.0,N,N,N,N
45,K,HS,45J,19,5QK,V,1.0,1.0,N,N,N,N
2T,K,HS,27T,19,5QK,V,1.0,1.0,N,N,N,N
6J,K,H,68J,24,5QK,D,1.0,-1.0,N,N,N,N
AA,3,P,AA,12,3458,D,1.0,-1.0,N,S,N,N
AA,3,-,AA,12,3458,D,1.0,-1.0,N,S,N,N
44,3,HS,44T,18,3458,D,1.0,-1.0,N,N,N,N
37,3,D,367,16,3458,D,1.0,-2.0,S,N,N,N
5T,3,S,5T,15,3458,D,1.0,-1.0,N,N,N,N
66,3,P,6A,17,3458,D,1.0,-1.0,N,S,N,N
6Q,3,S,6Q,16,3458,D,1.0,-1.0,N,S,N,N
3T,3,S,3T,13,3458,D,1.0,-1.0,N,N,N,N
5T,3,S,5T,15,3458,D,1.0,-1.0,N,N,N,N
9T,Q,S,9T,19,6QK,V,1.0,1.0,N,N,N,N
2A,Q,HH,28KA,21,6QK,V,1.0,1.0,N,N,N,N
23,Q,HHHS,22358,20,6QK,V,1.0,1.0,N,N,N,N
38,Q,D,389,20,6QK,V,1.0,2.0,S,N,N,N
7J,Q,S,7J,17,6QK,V,1.0,1.0,N,N,N,N
7K,Q,S,7K,17,6QK,V,1.0,1.0,N,N,N,N
5T,Q,HS,35T,18,6QK,V,1.0,1.0,N,N,N,N
48,2,HS,448,16,2579,V,1.0,1.0,N,N,N,N
5T,2,S,5T,15,2579,V,1.0,1.0,N,N,N,N
9Q,2,S,9Q,19,2579,V,1.0,1.0,N,N,N,N
79,2,S,79,16,2579,V,1.0,1.0,N,N,N,N
7A,2,S,7A,18,2579,V,1.0,1.0,N,N,N,N
29,2,D,29K,21,2579,V,1.0,2.0,S,N,N,N
7A,2,S,7A,18,2579,V,1.0,1.0,N,N,N,N
TK,4,S,TK,20,48JA,V,1.0,1.0,N,N,N,N
9A,4,S,9A,20,48JA,V,1.0,1.0,N,N,N,N
4A,4,D,4TA,15,48JA,V,1.0,2.0,S,N,N,N
88,4,P,8K,18,48JA,V,1.0,1.0,N,S,N,N
78,4,S,78,15,48JA,V,1.0,1.0,N,S,N,N
37,4,D,378,18,48JA,V,1.0,2.0,S,N,N,N
45,4,D,45Q,19,48JA,V,1.0,2.0,S,N,N,N
69,4,S,69,15,48JA,V,1.0,1.0,N,N,N,N
4T,6,S,4T,14,67T,V,1.0,1.0,N,N,N,N
JQ,6,S,JQ,20,67T,V,1.0,1.0,N,N,N,N
67,6,S,67,13,67T,V,1.0,1.0,N,N,N,N
8T,6,S,8T,18,67T,V,1.0,1.0,N,N,N,N
3T,6,S,3T,13,67T,V,1.0,1.0,N,N,N,N
9T,6,S,9T,19,67T,V,1.0,1.0,N,N,N,N
5K,6,S,5K,15,67T,V,1.0,1.0,N,N,N,N
8K,7,S,8K,18,379,D,1.0,-1.0,N,N,N,N
7T,7,S,7T,17,379,D,1.0,-1.0,N,N,N,N
4K,7,H,48K,22,379,D,1.0,-1.0,N,N,N,N
47,7,D,479,20,379,V,1.0,2.0,S,N,N,N
7K,7,S,7K,17,379,D,1.0,-1.0,N,N,N,N
28,7,D,28K,20,379,V,1.0,2.0,S,N,N,N
6Q,7,HS,6QA,17,379,D,1.0,-1.0,N,N,N,N
48,6,S,48,12,269,D,1.0,-1.0,N,N,N,N
4Q,6,S,4Q,14,269,D,1.0,-1.0,N,N,N,N
89,6,S,89,17,269,E,1.0,0.0,N,N,N,N
7T,6,S,7T,17,269,E,1.0,0.0,N,N,N,N
9Q,6,S,9Q,19,269,V,1.0,1.0,N,N,N,N
7J,6,S,7J,17,269,E,1.0,0.0,N,N,N,N
45,6,D,455,14,269,D,1.0,-2.0,S,N,N,N
57,2,H,579,21,249K,V,1.0,1.0,N,N,N,N
49,2,S,49,13,249K,V,1.0,1.0,N,N,N,N
36,2,HS,356,14,249K,V,1.0,1.0,N,N,N,N
9J,2,S,9J,19,249K,V,1.0,1.0,N,N,N,N
8T,2,S,8T,18,249K,V,1.0,1.0,N,N,N,N
26,2,HHS,2467,19,249K,V,1.0,1.0,N,N,N,N
99,2,P,39,12,249K,V,1.0,1.0,N,S,N,N
29,2,HS,239,14,249K,V,1.0,1.0,N,S,N,N
TA,Q,-,TA,21,25Q,V,1.0,1.5,N,N,S,N
39,Q,HHH,22399,25,25Q,D,1.0,-1.0,N,N,N,N
29,Q,D,259,16,25Q,D,1.0,-2.0,S,N,N,N
3K,Q,H,3TK,23,25Q,D,1.0,-1.0,N,N,N,N
4A,Q,HHHHS,3444AA,17,25Q,E,1.0,0.0,N,N,N,N
6A,Q,HHH,56QAA,23,25Q,D,1.0,-1.0,N,N,N,N
5A,Q,HHS,25TA,18,25Q,V,1.0,1.0,N,N,N,N
5A,K,HHS,577A,20,KK,E,1.0,0.0,N,N,N,N
TK,K,S,TK,20,KK,E,1.0,0.0,N,N,N,N
3A,K,HHHS,369AA,20,KK,E,1.0,0.0,N,N,N,N
36,K,HHS,3356,17,KK,D,1.0,-1.0,N,N,N,N
59,K,HS,559,19,KK,D,1.0,-1.0,N,N,N,N
QQ,K,S,QQ,20,KK,E,1.0,0.0,N,N,N,N
TT,K,S,TT,20,KK,E,1.0,0.0,N,N,N,N
JJ,9,S,JJ,20,99,V,1.0,1.0,N,N,N,N
7K,9,S,7K,17,99,D,1.0,-1.0,N,N,N,N
26,9,HHS,2366,17,99,D,1.0,-1.0,N,N,N,N
36,9,HH,336J,22,99,D,1.0,-1.0,N,N,N,N
6J,9,H,69J,25,99,D,1.0,-1.0,N,N,N,N
56,9,D,56J,21,99,V,1.0,2.0,S,N,N,N
5Q,9,H,58Q,23,99,D,1.0,-1.0,N,N,N,N
67,6,S,67,13,678,D,1.0,-1.0,N,N,N,N
5A,6,D,5JA,16,678,D,1.0,-2.0,S,N,N,N
8A,6,D,8TA,19,678,D,1.0,-2.0,S,N,N,N
3J,6,S,3J,13,678,D,1.0,-1.0,N,N,N,N
27,6,D,27Q,19,678,D,1.0,-2.0,S,N,N,N
QA,6,-,QA,21,678,V,1.0,1.5,N,N,S,N
48,6,S,48,12,678,D,1.0,-1.0,N,N,N,N
JQ,3,S,JQ,20,38J,D,1.0,-1.0,N,N,N,N
TQ,3,S,TQ,20,38J,D,1.0,-1.0,N,N,N,N
7A,3,D,78A,16,38J,D,1.0,-2.0,S,N,N,N
3K,3,S,3K,13,38J,D,1.0,-1.0,N,N,N,N
55,3,D,55T,20,38J,D,1.0,-2.0,S,N,N,N
2A,3,HH,29QA,22,38J,D,1.0,-1.0,N,N,N,N
78,3,S,78,15,38J,D,1.0,-1.0,N,N,N,N
47,J,D,47Q,21,JQ,V,1.0,2.0,S,N,N,N
56,J,D,56J,21,JQ,V,1.0,2.0,S,N,N,N
JA,J,-,JA,21,JQ,V,1.0,1.5,N,N,S,N
2J,J,H,2JJ,22,JQ,D,1.0,-1.0,N,N,N,N
6K,J,H,6QK,26,JQ,D,1.0,-1.0,N,N,N,N
56,J,D,56T,21,JQ,V,1.0,2.0,S,N,N,N
78,J,HS,478,19,JQ,D,1.0,-1.0,N,N,N,N
69,A,HS,469,19,6A,V,1.0,1.0,N,N,N,N
48,A,HS,458,17,6A,E,1.0,0.0,N,N,N,N
5T,A,HS,25T,17,6A,E,1.0,0.0,N,N,N,N
59,A,HS,559,19,6A,V,1.0,1.0,N,N,N,N
4A,A,HHH,2488A,23,6A,D,1.0,-1.0,N,N,N,N
QA,A,-,QA,21,6A,V,1.0,1.5,N,N,S,N
2J,A,H,29J,21,6A,V,1.0,1.0,N,N,N,N
48,Q,HHHS,3448A,20,8Q,V,1.0,1.0,N,N,N,N
JJ,Q,S,JJ,20,8Q,V,1.0,1.0,N,N,N,N
2A,Q,HHH,234AA,21,8Q,V,1.0,1.0,N,N,N,N
38,Q,D,38A,12,8Q,D,1.0,-2.0,S,N,N,N
2Q,Q,HH,239Q,24,8Q,D,1.0,-1.0,N,N,N,N
KA,Q,-,KA,21,8Q,V,1.0,1.5,N,N,S,N
8Q,Q,S,8Q,18,8Q,E,1.0,0.0,N,N,N,N
5T,2,S,5T,15,23TQA,V,1.0,1.0,N,N,N,N
2Q,2,HS,27Q,19,23TQA,V,1.0,1.0,N,N,N,N
66,2,HS,66A,13,23TQA,V,1.0,1.0,N,N,N,N
JK,2,S,JK,20,23TQA,V,1.0,1.0,N,N,N,N
2Q,2,HS,28Q,20,23TQA,V,1.0,1.0,N,N,N,N
45,2,HS,445,13,23TQA,V,1.0,1.0,N,N,N,N
37,2,D,357,15,23TQA,V,1.0,2.0,S,N,N,N
TQ,6,S,TQ,20,46K,E,1.0,0.0,N,N,N,N
6Q,6,S,6Q,16,46K,D,1.0,-1.0,N,N,N,N
TT,6,S,TT,20,46K,E,1.0,0.0,N,N,N,N
2A,6,D,28A,21,46K,V,1.0,2.0,S,N,N,N
36,6,D,36J,19,46K,D,1.0,-2.0,S,N,N,N
25,6,HD,2455,16,46K,D,1.0,-2.0,S,N,N,N
JK,6,S,JK,20,46K,E,1.0,0.0,N,N,N,N
25,Q,HH,2579,23,6TQ,D,1.0,-1.0,N,N,N,N
KK,Q,S,KK,20,6TQ,V,1.0,1.0,N,N,N,N
23,Q,HH,239K,24,6TQ,D,1.0,-1.0,N,N,N,N
5T,Q,H,5TK,25,6TQ,D,1.0,-1.0,N,N,N,N
57,Q,H,57J,22,6TQ,D,1.0,-1.0,N,N,N,N
5A,Q,HHS,577A,20,6TQ,V,1.0,1.0,N,N,N,N
47,Q,D,447,15,6TQ,V,1.0,2.0,S,N,N,N
36,A,HS,36A,20,6A,V,1.0,1.0,N,N,N,N
8A,A,S,8A,19,6A,V,1.0,1.0,N,N,N,N
6J,A,HS,26J,18,6A,V,1.0,1.0,N,N,N,N
QK,A,S,QK,20,6A,V,1.0,1.0,N,N,N,N
34,A,HH,3468,21,6A,V,1.0,1.0,N,N,N,N
6A,A,HH,67JA,24,6A,D,1.0,-1.0,N,N,N,N
QA,A,-,QA,21,6A,V,1.0,1.5,N,N,S,N
47,4,D,47J,21,455T,V,1.0,2.0,S,N,N,N
TJ,4,S,TJ,20,455T,V,1.0,1.0,N,N,N,N
8J,4,S,8J,18,455T,V,1.0,1.0,N,N,N,N
58,4,S,58,13,455T,V,1.0,1.0,N,N,N,N
2T,4,S,2T,12,455T,V,1.0,1.0,N,N,N,N
25,4,HS,25Q,17,455T,V,1.0,1.0,N,N,N,N
9T,4,S,9T,19,455T,V,1.0,1.0,N,N,N,N
7K,2,S,7K,17,26J,D,1.0,-1.0,N,N,N,N
5T,2,S,5T,15,26J,D,1.0,-1.0,N,N,N,N
4Q,2,S,4Q,14,26J,D,1.0,-1.0,N,N,N,N
7A,2,S,7A,18,26J,E,1.0,0.0,N,N,N,N
9K,2,S,9K,19,26J,V,1.0,1.0,N,N,N,N
KK,2,S,KK,20,26J,V,1.0,1.0,N,N,N,N
25,2,HHS,2255,14,26J,D,1.0,-1.0,N,N,N,N
7Q,4,S,7Q,17,2478,D,1.0,-1.0,N,N,N,N
88,4,P,38,11,2478,D,1.0,-1.0,N,S,N,N
8K,4,S,8K,18,2478,D,1.0,-1.0,N,S,N,N
9Q,4,S,9Q,19,2478,D,1.0,-1.0,N,N,N,N
8J,4,S,8J,18,2478,D,1.0,-1.0,N,N,N,N
5A,4,D,56A,12,2478,D,1.0,-2.0,S,N,N,N
2K,4,S,2K,12,2478,D,1.0,-1.0,N,N,N,N
7T,4,S,7T,17,2478,D,1.0,-1.0,N,N,N,N
9J,7,S,9J,19,7Q,V,1.0,1.0,N,N,N,N
3Q,7,HS,37Q,20,7Q,V,1.0,1.0,N,N,N,N
47,7,D,247,13,7Q,D,1.0,-2.0,S,N,N,N
7T,7,S,7T,17,7Q,E,1.0,0.0,N,N,N,N
5T,7,HS,35T,18,7Q,V,1.0,1.0,N,N,N,N
JQ,7,S,JQ,20,7Q,V,1.0,1.0,N,N,N,N
6T,7,H,69T,25,7Q,D,1.0,-1.0,N,N,N,N
7A,8,S,7A,18,789,V,1.0,1.0,N,N,N,N
2T,8,HS,27T,19,789,V,1.0,1.0,N,N,N,N
68,8,HH,2678,23,789,D,1.0,-1.0,N,N,N,N
2A,8,HH,29JA,22,789,D,1.0,-1.0,N,N,N,N
57,8,HS,567,18,789,V,1.0,1.0,N,N,N,N
2J,8,H,2TJ,22,789,D,1.0,-1.0,N,N,N,N
6T,8,HS,46T,20,789,V,1.0,1.0,N,N,N,N
8T,T,S,8T,18,39T,V,1.0,1.0,N,N,N,N
3Q,T,H,39Q,22,39T,D,1.0,-1.0,N,N,N,N
5J,T,HH,5JQA,26,39T,D,1.0,-1.0,N,N,N,N
4A,T,HH,46KA,21,39T,V,1.0,1.0,N,N,N,N
JQ,T,S,JQ,20,39T,V,1.0,1.0,N,N,N,N
3K,T,HS,34K,17,39T,V,1.0,1.0,N,N,N,N
3Q,T,HHS,34QA,18,39T,V,1.0,1.0,N,N,N,N
8T,7,S,8T,18,578,D,1.0,-1.0,N,N,N,N
27,7,HHS,2277,18,578,D,1.0,-1.0,N,N,N,N
9J,7,S,9J,19,578,D,1.0,-1.0,N,N,N,N
JQ,7,S,JQ,20,578,E,1.0,0.0,N,N,N,N
29,7,D,29J,21,578,V,1.0,2.0,S,N,N,N
6K,7,H,66K,22,578,D,1.0,-1.0,N,N,N,N
34,7,HS,34T,17,578,D,1.0,-1.0,N,N,N,N
78,Q,H,78K,25,QK,D,1.0,-1.0,N,N,N,N
3K,Q,HH,339K,25,QK,D,1.0,-1.0,N,N,N,N
39,Q,H,39T,22,QK,D,1.0,-1.0,N,N,N,N
68,Q,HS,668,20,QK,E,1.0,0.0,N,N,N,N
6Q,Q,H,6TQ,26,QK,D,1.0,-1.0,N,N,N,N
37,Q,H,37A,21,QK,V,1.0,1.0,N,N,N,N
5A,Q,H,55A,21,QK,V,1.0,1.0,N,N,N,N
QQ,5,S,QQ,20,559,V,1.0,1.0,N,N,N,N
34,5,HS,34J,17,559,D,1.0,-1.0,N,N,N,N
2Q,5,S,2Q,12,559,D,1.0,-1.0,N,N,N,N
9J,5,S,9J,19,559,E,1.0,0.0,N,N,N,N
4K,5,S,4K,14,559,D,1.0,-1.0,N,N,N,N
5J,5,S,5J,15,559,D,1.0,-1.0,N,N,N,N
JA,5,-,JA,21,559,V,1.0,1.5,N,N,S,N
26,J,HS,26J,18,48JA,V,1.0,1.0,N,N,N,N
4T,J,H,49T,23,48JA,D,1.0,-1.0,N,N,N,N
2Q,J,HS,28Q,20,48JA,V,1.0,1.0,N,N,N,N
9T,J,S,9T,19,48JA,V,1.0,1.0,N,N,N,N
28,J,HS,28K,20,48JA,V,1.0,1.0,N,N,N,N
25,J,HS,25T,17,48JA,V,1.0,1.0,N,N,N,N
5Q,J,HS,25Q,17,48JA,V,1.0,1.0,N,N,N,N
TQ,9,S,TQ,20,9K,V,1.0,1.0,N,N,N,N
45,9,HS,45Q,19,9K,E,1.0,0.0,N,N,N,N
28,9,D,288,18,9K,D,1.0,-2.0,S,N,N,N
88,9,P,8Q,18,9K,D,1.0,-1.0,N,S,N,N
8A,9,S,8A,19,9K,E,1.0,0.0,N,S,N,N
5Q,9,H,59Q,24,9K,D,1.0,-1.0,N,N,N,N
QK,9,S,QK,20,9K,V,1.0,1.0,N,N,N,N
44,9,HS,44A,19,9K,E,1.0,0.0,N,N,N,N
QA,T,-,QA,21,46T,V,1.0,1.5,N,N,S,N
38,T,D,38Q,21,46T,V,1.0,2.0,S,N,N,N
8T,T,S,8T,18,46T,D,1.0,-1.0,N,N,N,N
5J,T,H,58J,23,46T,D,1.0,-1.0,N,N,N,N
2K,T,HHS,27KA,20,46T,E,1.0,0.0,N,N,N,N
38,T,D,238,13,46T,D,1.0,-2.0,S,N,N,N
35,T,HHS,235K,20,46T,E,1.0,0.0,N,N,N,N
2T,3,HS,2TA,13,36T,D,1.0,-1.0,N,N,N,N
4K,3,S,4K,14,36T,D,1.0,-1.0,N,N,N,N
45,3,D,45K,19,36T,E,1.0,0.0,S,N,N,N
7Q,3,S,7Q,17,36T,D,1.0,-1.0,N,N,N,N
7A,3,D,7AA,19,36T,E,1.0,0.0,S,N,N,N
4A,3,HS,4KA,15,36T,D,1.0,-1.0,N,N,N,N
22,3,HHS,2246,14,36T,D,1.0,-1.0,N,N,N,N
8J,T,S,8J,18,TA,D,1.0,-1.0,N,N,N,S
JQ,T,S,JQ,20,TA,D,1.0,-1.0,N,N,N,S
66,T,H,66K,22,TA,D,1.0,-1.0,N,N,N,S
23,T,HHHS,22357,19,TA,D,1.0,-1.0,N,N,N,S
5Q,T,H,5TQ,25,TA,D,1.0,-1.0,N,N,N,S
6K,T,H,6TK,26,TA,D,1.0,-1.0,N,N,N,S
6Q,T,H,6QK,26,TA,D,1.0,-1.0,N,N,N,S
KK,K,S,KK,20,4KK,V,1.0,1.0,N,N,N,N
8A,K,S,8A,19,4KK,V,1.0,1.0,N,N,N,N
57,K,HS,577,19,4KK,V,1.0,1.0,N,N,N,N
8T,K,S,8T,18,4KK,V,1.0,1.0,N,N,N,N
9A,K,S,9A,20,4KK,V,1.0,1.0,N,N,N,N
49,K,H,49T,23,4KK,D,1.0,-1.0,N,N,N,N
6K,K,H,66K,22,4KK,D,1.0,-1.0,N,N,N,N
23,8,HHHH,22235T,24,788,D,1.0,-1.0,N,N,N,N
38,8,D,358,16,788,V,1.0,2.0,S,N,N,N
9J,8,S,9J,19,788,V,1.0,1.0,N,N,N,N
TQ,8,S,TQ,20,788,V,1.0,1.0,N,N,N,N
8T,8,S,8T,18,788,V,1.0,1.0,N,N,N,N
QK,8,S,QK,20,788,V,1.0,1.0,N,N,N,N
99,8,P,9Q,19,788,V,1.0,1.0,N,S,N,N
29,8,HS,279,18,788,V,1.0,1.0,N,S,N,N
KK,T,S,KK,20,56T,D,1.0,-1.0,N,N,N,N
26,T,HS,269,17,56T,D,1.0,-1.0,N,N,N,N
5K,T,HS,35K,18,56T,D,1.0,-1.0,N,N,N,N
22,T,HD,2277,18,56T,D,1.0,-2.0,S,N,N,N
2Q,T,H,2JQ,22,56T,D,1.0,-1.0,N,N,N,N
8A,T,S,8A,19,56T,D,1.0,-1.0,N,N,N,N
2A,T,HS,26A,19,56T,D,1.0,-1.0,N,N,N,N
6J,J,HS,46J,20,JA,D,1.0,-1.0,N,N,N,S
38,J,D,368,17,JA,D,1.0,-2.0,S,N,N,S
8K,J,S,8K,18,JA,D,1.0,-1.0,N,N,N,S
2A,J,HHH,22QKA,25,JA,D,1.0,-1.0,N,N,N,S
5Q,J,H,57Q,22,JA,D,1.0,-1.0,N,N,N,S
3J,J,H,3TJ,23,JA,D,1.0,-1.0,N,N,N,S
7Q,J,S,7Q,17,JA,D,1.0,-1.0,N,N,N,S
7A,T,HHS,557A,18,4TQ,V,1.0,1.0,N,N,N,N
58,T,H,58Q,23,4TQ,D,1.0,-1.0,N,N,N,N
2J,T,HS,25J,17,4TQ,V,1.0,1.0,N,N,N,N
4J,T,H,4JK,24,4TQ,D,1.0,-1.0,N,N,N,N
35,T,HS,359,17,4TQ,V,1.0,1.0,N,N,N,N
44,T,HD,2344,13,4TQ,V,1.0,2.0,S,N,N,N
56,T,D,56K,21,4TQ,V,1.0,2.0,S,N,N,N
AA,2,P,6A,17,29J,D,1.0,-1.0,N,S,N,N
QA,2,-,QA,21,29J,V,1.0,1.5,N,S,S,N
2T,2,HS,27T,19,29J,D,1.0,-1.0,N,N,N,N
9A,2,S,9A,20,29J,D,1.0,-1.0,N,N,N,N
JA,2,-,JA,21,29J,V,1.0,1.5,N,N,S,N
34,2,HS,34K,17,29J,D,1.0,-1.0,N,N,N,N
5K,2,S,5K,15,29J,D,1.0,-1.0,N,N,N,N
TK,2,S,TK,20,29J,D,1.0,-1.0,N,N,N,N
78,8,HHS,478A,20,8T,V,1.0,1.0,N,N,N,N
69,8,H,69J,25,8T,D,1.0,-1.0,N,N,N,N
6Q,8,H,67Q,23,8T,D,1.0,-1.0,N,N,N,N
4K,8,HS,34K,17,8T,D,1.0,-1.0,N,N,N,N
33,8,HD,335Q,21,8T,V,1.0,2.0,S,N,N,N
56,8,D,56A,12,8T,D,1.0,-2.0,S,N,N,N
6T,8,H,67T,23,8T,D,1.0,-1.0,N,N,N,N
TQ,4,S,TQ,20,446Q,V,1.0,1.0,N,N,N,N
3J,4,S,3J,13,446Q,V,1.0,1.0,N,N,N,N
58,4,S,58,13,446Q,V,1.0,1.0,N,N,N,N
9Q,4,S,9Q,19,446Q,V,1.0,1.0,N,N,N,N
45,4,D,45J,19,446Q,V,1.0,2.0,S,N,N,N
26,4,HD,2236,13,446Q,V,1.0,2.0,S,N,N,N
35,4,HS,345,12,446Q,V,1.0,1.0,N,N,N,N
6T,6,S,6T,16,567,D,1.0,-1.0,N,N,N,N
QA,6,-,QA,21,567,V,1.0,1.5,N,N,S,N
37,6,D,337,13,567,D,1.0,-2.0,S,N,N,N
7A,6,D,67A,14,567,D,1.0,-2.0,S,N,N,N
9A,6,S,9A,20,567,V,1.0,1.0,N,N,N,N
44,6,HD,344A,12,567,D,1.0,-2.0,S,N,N,N
3A,6,D,39A,13,567,D,1.0,-2.0,S,N,N,N
TJ,3,S,TJ,20,33JJ,V,1.0,1.0,N,N,N,N
2A,3,HD,245A,12,33JJ,V,1.0,2.0,S,N,N,N
TJ,3,S,TJ,20,33JJ,V,1.0,1.0,N,N,N,N
2A,3,HS,2QA,13,33JJ,V,1.0,1.0,N,N,N,N
77,3,P,7K,17,33JJ,V,1.0,1.0,N,S,N,N
7K,3,S,7K,17,33JJ,V,1.0,1.0,N,S,N,N
29,3,D,29A,12,33JJ,V,1.0,2.0,S,N,N,N
8K,3,S,8K,18,33JJ,V,1.0,1.0,N,N,N,N
57,7,HHS,2357,17,37A,D,1.0,-1.0,N,N,N,N
2A,7,HHS,259A,17,37A,D,1.0,-1.0,N,N,N,N
4K,7,HHH,46KAA,22,37A,D,1.0,-1.0,N,N,N,N
8K,7,S,8K,18,37A,D,1.0,-1.0,N,N,N,N
QA,7,-,QA,21,37A,V,1.0,1.5,N,N,S,N
3K,7,HS,37K,20,37A,D,1.0,-1.0,N,N,N,N
7J,7,S,7J,17,37A,D,1.0,-1.0,N,N,N,N
6Q,K,H,68Q,24,9K,D,1.0,-1.0,N,N,N,N
58,K,HHS,2358,18,9K,D,1.0,-1.0,N,N,N,N
7A,K,HHH,4457A,21,9K,V,1.0,1.0,N,N,N,N
8A,K,S,8A,19,9K,E,1.0,0.0,N,N,N,N
49,K,HHH,249KA,26,9K,D,1.0,-1.0,N,N,N,N
2T,K,HHS,223T,17,9K,D,1.0,-1.0,N,N,N,N
4J,K,H,47J,21,9K,V,1.0,1.0,N,N,N,N
38,Q,D,38K,21,7Q,V,1.0,2.0,S,N,N,N
2K,Q,HS,28K,20,7Q,V,1.0,1.0,N,N,N,N
79,Q,HS,79A,17,7Q,E,1.0,0.0,N,N,N,N
6K,Q,H,6QK,26,7Q,D,1.0,-1.0,N,N,N,N
79,Q,HS,279,18,7Q,V,1.0,1.0,N,N,N,N
TK,Q,S,TK,20,7Q,V,1.0,1.0,N,N,N,N
34,Q,HHHS,2347A,17,7Q,E,1.0,0.0,N,N,N,N
48,5,S,48,12,56Q,D,1.0,-1.0,N,N,N,N
36,5,D,36J,19,56Q,D,1.0,-2.0,S,N,N,N
48,5,S,48,12,56Q,D,1.0,-1.0,N,N,N,N
24,5,HS,24T,16,56Q,D,1.0,-1.0,N,N,N,N
89,5,S,89,17,56Q,D,1.0,-1.0,N,N,N,N
8Q,5,S,8Q,18,56Q,D,1.0,-1.0,N,N,N,N
8Q,5,S,8Q,18,56Q,D,1.0,-1.0,N,N,N,N
TT,4,S,TT,20,48T,V,1.0,1.0,N,N,N,N
34,4,HD,234J,19,48T,V,1.0,2.0,S,N,N,N
9Q,4,S,9Q,19,48T,V,1.0,1.0,N,N,N,N
7J,4,S,7J,17,48T,V,1.0,1.0,N,N,N,N
59,4,S,59,14,48T,V,1.0,1.0,N,N,N,N
3T,4,S,3T,13,48T,V,1.0,1.0,N,N,N,N
57,4,S,57,12,48T,V,1.0,1.0,N,N,N,N
QQ,5,S,QQ,20,566A,V,1.0,1.0,N,N,N,N
24,5,HD,249A,16,566A,D,1.0,-2.0,S,N,N,N
38,5,D,38T,21,566A,V,1.0,2.0,S,N,N,N
9K,5,S,9K,19,566A,V,1.0,1.0,N,N,N,N
69,5,S,69,15,566A,D,1.0,-1.0,N,N,N,N
JQ,5,S,JQ,20,566A,V,1.0,1.0,N,N,N,N
6J,5,S,6J,16,566A,D,1.0,-1.0,N,N,N,N
KA,3,-,KA,21,334Q,V,1.0,1.5,N,N,S,N
5K,3,S,5K,15,334Q,D,1.0,-1.0,N,N,N,N
4T,3,S,4T,14,334Q,D,1.0,-1.0,N,N,N,N
2J,3,H,2JJ,22,334Q,D,1.0,-1.0,N,N,N,N
5Q,3,S,5Q,15,334Q,D,1.0,-1.0,N,N,N,N
3Q,3,S,3Q,13,334Q,D,1.0,-1.0,N,N,N,N
57,3,HS,57A,13,334Q,D,1.0,-1.0,N,N,N,N
33,A,HH,33TJ,26,8A,D,1.0,-1.0,N,N,N,N
7Q,A,S,7Q,17,8A,D,1.0,-1.0,N,N,N,N
5K,A,H,5TK,25,8A,D,1.0,-1.0,N,N,N,N
2Q,A,H,2JQ,22,8A,D,1.0,-1.0,N,N,N,N
5T,A,HS,55T,20,8A,V,1.0,1.0,N,N,N,N
2T,A,H,2TT,22,8A,D,1.0,-1.0,N,N,N,N
3Q,A,HS,34Q,17,8A,D,1.0,-1.0,N,N,N,N
39,7,H,39K,22,27A,D,1.0,-1.0,N,N,N,N
69,7,H,69Q,25,27A,D,1.0,-1.0,N,N,N,N
55,7,D,455,14,27A,D,1.0,-2.0,S,N,N,N
KA,7,-,KA,21,27A,V,1.0,1.5,N,N,S,N
5K,7,H,5JK,25,27A,D,1.0,-1.0,N,N,N,N
69,7,H,69J,25,27A,D,1.0,-1.0,N,N,N,N
5T,7,H,58T,23,27A,D,1.0,-1.0,N,N,N,N
5T,2,S,5T,15,27K,D,1.0,-1.0,N,N,N,N
34,2,HS,347,14,27K,D,1.0,-1.0,N,N,N,N
8J,2,S,8J,18,27K,D,1.0,-1.0,N,N,N,N
