Inicial Upcard Acoes Final Valor DealerFinal
6A 5 D 67A 14 5QK
55 5 D 55K 20 5QK
48 5 S 48 12 5QK
5T 5 S 5T 15 5QK
79 5 S 79 16 5QK
7J 2 S 7J 17 244K
6Q 2 S 6Q 16 244K
6K 2 S 6K 16 244K
JA 2 - JA 21 244K
55 2 D 55T 20 244K
79 2 S 79 16 244K
5T 2 S 5T 15 244K
47 7 D 479 20 3578
48 7 HS 468 18 3578
39 7 H 39T 22 3578
23 7 HH 235A 21 3578
46 7 D 466 16 3578
26 7 HS 26A 19 3578
2K 7 HS 25K 17 3578
QQ 4 S QQ 20 49T
29 4 D 289 19 49T
5Q 4 S 5Q 15 49T
27 4 D 278 17 49T
7A 4 D 7KA 18 49T
69 4 S 69 15 49T
69 4 S 69 15 49T
TQ K S TQ 20 238K
89 K S 89 17 238K
79 K HS 379 19 238K
58 K H 58J 23 238K
5Q K H 56Q 21 238K
5Q K HS 55Q 20 238K
24 K HHHS 23447 20 238K
67 8 HS 567 18 68J
36 8 HHS 2366 17 68J
6Q 8 H 56Q 21 68J
JA 8 - JA 21 68J
24 8 HH 246T 22 68J
35 8 HH 345J 22 68J
88 8 P 8A 19 68J
88 8 P 8J 18 68J
38 8 HHS 2358 18 68J
7J 6 S 7J 17 6A
5A 6 D 5TA 16 6A
6A 6 D 68A 15 6A
79 6 S 79 16 6A
7A 6 D 57A 13 6A
2J 6 S 2J 12 6A
4A 6 D 49A 14 6A
49 2 S 49 13 2KK
2T 2 H 2TJ 22 2KK
67 2 S 67 13 2KK
26 2 HS 26Q 18 2KK
4J 2 S 4J 14 2KK
47 2 D 347 14 2KK
9A 2 S 9A 20 2KK
9J 7 S 9J 19 7Q
5J 7 H 5JJ 25 7Q
9Q 7 S 9Q 19 7Q
8T 7 S 8T 18 7Q
5T 7 H 56T 21 7Q
25 7 HS 25J 17 7Q
4A 7 HHS 24TA 17 7Q
9Q 6 S 9Q 19 69K
8T 6 S 8T 18 69K
JJ 6 S JJ 20 69K
9J 6 S 9J 19 69K
9Q 6 S 9Q 19 69K
4A 6 D 4KA 15 69K
8A 6 D 88A 17 69K
77 7 P 27 9 337Q
67 7 HS 467 17 337Q
QK 7 S QK 20 337Q
4J 7 H 47J 21 337Q
9K 7 S 9K 19 337Q
8J 7 S 8J 18 337Q
4Q 7 H 4TQ 24 337Q
36 7 HD 236J 21 337Q
QQ 7 S QQ 20 377A
TJ 7 S TJ 20 377A
26 7 HS 26A 19 377A
2K 7 H 2QK 22 377A
26 7 HH 2688 24 377A
6J 7 HS 36J 19 377A
6K 7 H 6QK 26 377A
TQ 4 S TQ 20 245J
28 4 D 289 19 245J
7A 4 D 7QA 18 245J
QK 4 S QK 20 245J
9K 4 S 9K 19 245J
29 4 D 229 13 245J
5K 4 S 5K 15 245J
7A 4 D 47A 12 45J
9K 4 S 9K 19 45J
3A 4 HS 3TA 14 45J
AA 4 P 8A 19 45J
AA 4 - AA 12 45J
9A 4 S 9A 20 45J
2J 4 S 2J 12 45J
59 4 S 59 14 45J
59 T H 59K 24 7T
38 T D 38J 21 7T
49 T HS 469 19 7T
38 T D 38J 21 7T
9K T S 9K 19 7T
49 T HS 479 20 7T
56 T D 56A 12 7T
9K A S 9K 19 8A
27 A HS 278 17 8A
3T A HS 36T 19 8A
2K A HS 26K 18 8A
49 A HS 469 19 8A
9T A S 9T 19 8A
99 A S 99 18 8A
9T 2 S 9T 19 25J
9J 2 S 9J 19 25J
3K 2 S 3K 13 25J
58 2 S 58 13 25J
79 2 S 79 16 25J
4A 2 HHS 347A 15 25J
TK 2 S TK 20 25J
69 8 H 69K 25 68T
9K 8 S 9K 19 68T
88 8 P 48 12 68T
38 8 HH 38JA 22 68T
2K 8 HH 2QKA 23 68T
29 8 D 299 20 68T
JQ 8 S JQ 20 68T
34 8 HHH 345QA 23 68T
KA A - KA 21 JA
59 A H 59K 24 JA
6A A HHH 3568A 23 JA
4A A HH 4KKA 25 JA
9A A S 9A 20 JA
37 A HS 37T 20 JA
4A A HHS 467A 18 JA
5K 4 S 5K 15 4557
4K 4 S 4K 14 4557
KA 4 - KA 21 4557
TA 4 - TA 21 4557
3K 4 S 3K 13 4557
6T 4 S 6T 16 4557
KA 4 - KA 21 4557
34 9 HHS 3458 20 39K
27 9 HH 267Q 25 39K
23 9 HHS 2349 18 39K
77 9 H 77T 24 39K
57 9 HHS 4457 20 39K
4J 9 HH 248J 24 39K
9A 9 S 9A 20 39K
79 Q H 579 21 JQ
2A Q HHHS 223KA 18 JQ
9T Q S 9T 19 JQ
2T Q H 2TK 22 JQ
QK Q S QK 20 JQ
4T Q H 4TJ 24 JQ
4J Q HS 34J 17 JQ
47 T D 467 17 TK
33 T HHS 333A 20 TK
7K T S 7K 17 TK
56 T D 56J 21 TK
6A T H 46A 21 TK
8J T S 8J 18 TK
34 T HHS 2349 18 TK
4Q 5 S 4Q 14 58JA
3A 5 D 3TA 14 58JA
4J 5 S 4J 14 58JA
25 5 HD 2457 18 58JA
55 5 D 557 17 58JA
9J 5 S 9J 19 58JA
7T 5 S 7T 17 58JA
JQ 4 S JQ 20 45J
45 4 D 45Q 19 45J
37 4 D 37A 21 45J
4A 4 D 4JA 15 45J
4Q 4 S 4Q 14 45J
8A 4 S 8A 19 45J
3T 4 S 3T 13 45J
25 Q HHHS 22556 20 QK
68 Q H 68Q 24 QK
4T Q H 4TT 24 QK
33 Q HH 335J 21 QK
7A Q HS 7TA 18 QK
TA Q - TA 21 QK
5Q Q H 59Q 24 QK
56 7 D 356 14 7J
34 7 HD 344Q 21 7J
3K 7 H 38K 21 7J
4A 7 HS 44A 19 7J
2K 7 H 29K 21 7J
4T 7 HH 247T 23 7J
67 7 HH 67QA 24 7J
39 Q H 39T 22 QQ
2T Q HHS 27TA 20 QQ
25 Q HHS 225A 20 QQ
5K Q HS 55K 20 QQ
2A Q H 28A 21 QQ
23 Q HHH 23389 25 QQ
36 Q HS 36K 19 QQ
46 3 D 46T 20 39T
5T 3 S 5T 15 39T
8A 3 S 8A 19 39T
2K 3 HS 27K 19 39T
6A 3 D 6TA 17 39T
KA 3 - KA 21 39T
JK 3 S JK 20 39T
JJ K S JJ 20 KK
8J K S 8J 18 KK
47 K D 477 18 KK
TA K - TA 21 KK
8Q K S 8Q 18 KK
79 K H 79J 26 KK
7Q K S 7Q 17 KK
7A 2 S 7A 18 2359
39 2 HS 389 20 2359
8A 2 S 8A 19 2359
68 2 S 68 14 2359
7Q 2 S 7Q 17 2359
JQ 2 S JQ 20 2359
AA 2 P 2A 13 2359
7A 2 - 7A 18 2359
49 J HHS 2459 20 57J
25 J HHS 2456 17 57J
7Q J S 7Q 17 57J
46 J HS 46K 20 57J
6A J HS 6QA 17 57J
6K J H 68K 24 57J
5J J H 59J 24 57J
9J 6 S 9J 19 678
2A 6 D 23A 16 678
2Q 6 S 2Q 12 678
48 6 S 48 12 678
5Q 6 S 5Q 15 678
3Q 6 S 3Q 13 678
TT 6 S TT 20 678
4A 8 HH 48JA 23 478
AA 8 P 9A 20 478
QA 8 - QA 21 478
3K 8 H 38K 21 478
TA 8 - TA 21 478
5J 8 H 5JQ 25 478
TK 8 S TK 20 478
3A 8 H 37A 21 478
28 9 D 28T 20 9T
TA 9 - TA 21 9T
3J 9 HS 35J 18 9T
2A 9 HHH 2QQAA 24 9T
56 9 D 568 19 9T
8T 9 S 8T 18 9T
68 9 H 678 21 9T
56 Q D 56T 21 TQ
34 Q HHS 3467 20 TQ
9J Q S 9J 19 TQ
2A Q H 28A 21 TQ
4A Q HHS 44AA 20 TQ
3A Q HHH 389AA 22 TQ
8Q Q S 8Q 18 TQ
9K A S 9K 19 34AA
7K A S 7K 17 34AA
7A A HH 779A 24 34AA
QA A - QA 21 34AA
56 A HS 568 19 34AA
26 A HS 26A 19 34AA
45 A HS 45K 19 34AA
55 6 D 559 19 68Q
5Q 6 S 5Q 15 68Q
45 6 D 445 13 68Q
TK 6 S TK 20 68Q
9K 6 S 9K 19 68Q
3Q 6 S 3Q 13 68Q
4A 6 D 45A 20 68Q
46 8 D 46T 20 8K
4T 8 H 47T 21 8K
9Q 8 S 9Q 19 8K
8T 8 S 8T 18 8K
2K 8 HHS 226K 20 8K
9Q 8 S 9Q 19 8K
44 8 HD 3344 14 8K
39 5 S 39 12 556A
4T 5 S 4T 14 556A
2K 5 S 2K 12 556A
35 5 HS 35A 19 556A
7K 5 S 7K 17 556A
25 5 HS 25J 17 556A
3T 5 S 3T 13 556A
6T Q H 67T 23 8Q
7T Q S 7T 17 8Q
2Q Q HS 28Q 20 8Q
39 Q HH 2389 22 8Q
78 Q HS 378 18 8Q
3K Q HS 36K 19 8Q
JQ Q S JQ 20 8Q
QA 9 - QA 21 9J
4Q 9 HS 34Q 17 9J
3A 9 HHH 3JQAA 25 9J
6J 9 HS 6JA 17 9J
3J 9 HH 39JA 23 9J
99 9 P 99 18 9J
9Q 9 S 9Q 19 9J
2Q 9 H 2QQ 22 9J
TA J - TA 21 TJ
89 J S 89 17 TJ
89 J S 89 17 TJ
6T J H 69T 25 TJ
57 J HS 578 20 TJ
33 J HH 336Q 22 TJ
QA J - QA 21 TJ
48 K HH 4489 25 JK
36 K HS 369 18 JK
6J K HS 6JA 17 JK
99 K S 99 18 JK
5K K H 57K 22 JK
69 K HS 269 17 JK
AA K P 7A 18 JK
7A K - 7A 18 JK
25 K HH 2569 22 TK
79 K H 79K 26 TK
2Q K HS 25Q 17 TK
49 K HS 479 20 TK
7A K HS 79A 17 TK
35 K HHS 2357 17 TK
58 K H 589 22 TK
55 K HH 5559 24 35K
79 K H 79T 26 35K
69 K H 689 23 35K
JQ K S JQ 20 35K
2Q K HH 238Q 23 35K
9A K S 9A 20 35K
23 K HHS 223T 17 35K
TT 2 S TT 20 2377
23 2 HHS 2348 17 2377
22 2 HS 22J 14 2377
27 2 HS 278 17 2377
9J 2 S 9J 19 2377
2Q 2 HS 25Q 17 2377
5Q 2 S 5Q 15 2377
34 7 HH 347T 24 7K
6Q 7 H 56Q 21 7K
KA 7 - KA 21 7K
26 7 HD 236T 21 7K
2T 7 HS 25T 17 7K
3T 7 HH 37TA 21 7K
33 7 P 3A 14 7K
36 7 HHS 3366 18 7K
7Q A S 7Q 17 9A
4J A HS 45J 19 9A
2J A HHS 244J 20 9A
TA A - TA 21 9A
59 A HS 569 20 9A
9J A S 9J 19 9A
JK A S JK 20 9A
3Q A H 3TQ 23 TA
25 A HH 2579 23 TA
JK A S JK 20 TA
7Q A S 7Q 17 TA
24 A HHS 234Q 19 TA
4K A H 4JK 24 TA
6A A HHS 667A 20 TA
3A A HH 37JA 21 45A
3A A HHH 23TQA 26 45A
38 A HS 388 19 45A
6J A H 69J 25 45A
3T A HS 36T 19 45A
47 A H 47J 21 45A
66 A HH 3666 21 45A
JA 2 - JA 21 25Q
4K 2 S 4K 14 25Q
46 2 D 456 15 25Q
39 2 HS 239 14 25Q
2A 2 HS 2KA 13 25Q
3T 2 S 3T 13 25Q
34 2 HD 344J 21 25Q
2J 7 HHS 225J 19 7T
TT 7 S TT 20 7T
58 7 HS 568 19 7T
48 7 HHS 468A 19 7T
28 7 D 289 19 7T
56 7 D 56K 21 7T
38 7 D 38A 12 7T
4J A H 4TJ 24 KA
68 A HS 568 19 KA
TT A S TT 20 KA
QK A S QK 20 KA
7A A HH 77TA 25 KA
2J A HS 27J 19 KA
7A A HS 27A 20 KA
36 4 D 368 17 4TQ
35 4 HS 35Q 18 4TQ
5J 4 S 5J 15 4TQ
8J 4 S 8J 18 4TQ
5T 4 S 5T 15 4TQ
9K 4 S 9K 19 4TQ
47 4 D 479 20 4TQ
KA 6 - KA 21 26T
5A 6 D 35A 19 26T
38 6 D 38Q 21 26T
TA 6 - TA 21 26T
89 6 S 89 17 26T
78 6 S 78 15 26T
AA 6 P 5A 16 26T
TA 6 - TA 21 26T
69 Q H 699 24 QA
7K Q S 7K 17 QA
9K Q S 9K 19 QA
8A Q S 8A 19 QA
28 Q HS 278 17 QA
45 Q HS 45T 19 QA
9A Q S 9A 20 QA
JA 6 - JA 21 6TJ
JK 6 S JK 20 6TJ
KK 6 S KK 20 6TJ
4J 6 S 4J 14 6TJ
27 6 D 277 16 6TJ
39 6 S 39 12 6TJ
QQ 6 S QQ 20 6TJ
59 J HHS 559A 20 38J
JQ J S JQ 20 38J
KA J - KA 21 38J
3K J H 3QK 23 38J
TQ J S TQ 20 38J
TK J S TK 20 38J
8Q J S 8Q 18 38J
6T 4 S 6T 16 34A
3A 4 HD 348A 16 34A
45 4 D 45J 19 34A
8K 4 S 8K 18 34A
3A 4 HD 38AA 13 34A
29 4 D 279 18 34A
QK 4 S QK 20 34A
26 8 HHS 2467 19 8J
8T 8 S 8T 18 8J
3T 8 H 3TQ 23 8J
7T 8 S 7T 17 8J
TQ 8 S TQ 20 8J
33 8 HH 336Q 22 8J
3Q 8 H 3QQ 23 8J
6A 3 D 6AA 18 3TJ
8A 3 S 8A 19 3TJ
5A 3 HHS 456A 16 3TJ
JQ 3 S JQ 20 3TJ
57 3 HS 557 17 3TJ
47 3 D 479 20 3TJ
48 3 H 48T 22 3TJ
AA 9 P 3A 14 9T
5A 9 - 5A 16 9T
46 9 D 467 17 9T
8J 9 S 8J 18 9T
78 9 HS 278 17 9T
2K 9 HS 26K 18 9T
6A 9 H 46A 21 9T
68 9 H 678 21 9T
9J 5 S 9J 19 2557A
7K 5 S 7K 17 2557A
2J 5 S 2J 12 2557A
49 5 S 49 13 2557A
QK 5 S QK 20 2557A
88 5 P 8A 19 2557A
88 5 P 8J 18 2557A
88 5 P 28 10 2557A
38 5 HS 348 15 2557A
58 5 S 58 13 2557A
9J 6 S 9J 19 668
3K 6 S 3K 13 668
5T 6 S 5T 15 668
46 6 D 456 15 668
58 6 S 58 13 668
3J 6 S 3J 13 668
8T 6 S 8T 18 668
JA J - JA 21 TJ
7T J S 7T 17 TJ
34 J HHS 3347 17 TJ
2K J HS 28K 20 TJ
9A J S 9A 20 TJ
5Q J H 56Q 21 TJ
78 J H 78T 25 TJ
8K 6 S 8K 18 69J
3J 6 S 3J 13 69J
TJ 6 S TJ 20 69J
9T 6 S 9T 19 69J
TK 6 S TK 20 69J
56 6 D 56K 21 69J
9K 6 S 9K 19 69J
7A K HHS 277A 17 9K
58 K H 588 21 9K
TA K - TA 21 9K
6Q K HS 6QA 17 9K
2A K HH 2TQA 23 9K
7K K S 7K 17 9K
2K K HS 26K 18 9K
2Q A HS 25Q 17 6A
8J A S 8J 18 6A
JK A S JK 20 6A
48 A H 48T 22 6A
3Q A H 3QQ 23 6A
58 A HS 578 20 6A
49 A H 499 22 6A
TA 7 - TA 21 247Q
2A 7 HHH 2JKAA 24 247Q
9A 7 S 9A 20 247Q
26 7 HHS 268A 17 247Q
6A 7 HHS 466A 17 247Q
6Q 7 HS 36Q 19 247Q
77 7 P 7K 17 247Q
57 7 HS 578 20 247Q
8Q 7 S 8Q 18 579
JQ 7 S JQ 20 579
28 7 D 278 17 579
2T 7 HH 245T 21 579
QQ 7 S QQ 20 579
9T 7 S 9T 19 579
9Q 7 S 9Q 19 579
6A Q HH 669A 22 29Q
29 Q D 299 20 29Q
36 Q HD 236A 12 29Q
QK Q S QK 20 29Q
3T Q HS 37T 20 29Q
8K Q S 8K 18 29Q
45 Q HS 45K 19 29Q
27 A HHS 2477 20 348KA
4J A HH 4TJA 25 348KA
5T A H 5TT 25 348KA
JQ A S JQ 20 348KA
TT A S TT 20 348KA
79 A HS 479 20 348KA
9A A S 9A 20 348KA
7Q 7 S 7Q 17 7A
JK 7 S JK 20 7A
3A 7 HHHS 34TAA 19 7A
3J 7 HS 37J 20 7A
9J 7 S 9J 19 7A
TQ 7 S TQ 20 7A
TA 7 - TA 21 7A
5T 6 S 5T 15 667
9T 6 S 9T 19 667
4A 6 D 48A 13 667
9A 6 S 9A 20 667
66 6 P 6K 16 667
6A 6 HS 6JA 17 667
39 6 S 39 12 667
TQ 6 S TQ 20 667
37 4 D 379 19 34J
4T 4 S 4T 14 34J
25 4 HS 259 16 34J
88 4 P 8T 18 34J
58 4 S 58 13 34J
6Q 4 S 6Q 16 34J
47 4 D 247 13 34J
5T 4 S 5T 15 34J
3K J HHHS 23KAA 17 23JJ
67 J H 679 22 23JJ
2K J H 2KK 22 23JJ
4A J HHHHS 3346AA 18 23JJ
TQ J S TQ 20 23JJ
7A J HS 79A 17 23JJ
66 J HH 3669 24 23JJ
47 A H 47Q 21 TA
JK A S JK 20 TA
4T A H 4TK 24 TA
JA A - JA 21 TA
37 A HS 378 18 TA
27 A HH 2677 22 TA
6A A HHHS 3356A 18 TA
8Q 2 S 8Q 18 28A
8J 2 S 8J 18 28A
4A 2 HS 4QA 15 28A
3A 2 HHS 378A 19 28A
4T 2 S 4T 14 28A
6A 2 HS 6TA 17 28A
55 2 D 557 17 28A
QA K - QA 21 68K
45 K HH 345K 22 68K
67 K H 679 22 68K
9T K S 9T 19 68K
28 K HH 238J 23 68K
QA K - QA 21 68K
36 K HS 36T 19 68K
34 6 HS 347 14 46Q
TQ 6 S TQ 20 46Q
4T 6 S 4T 14 46Q
99 6 P 79 16 46Q
9K 6 S 9K 19 46Q
8Q 6 S 8Q 18 46Q
KA 6 - KA 21 46Q
3J 6 S 3J 13 46Q
39 6 S 39 12 36A
89 6 S 89 17 36A
9K 6 S 9K 19 36A
3T 6 S 3T 13 36A
QQ 6 S QQ 20 36A
48 6 S 48 12 36A
3A 6 D 35A 19 36A
88 9 P 89 17 9J
8A 9 S 8A 19 9J
4T 9 H 49T 23 9J
7T 9 S 7T 17 9J
89 9 S 89 17 9J
4T 9 H 48T 22 9J
2J 9 H 2TJ 22 9J
23 9 HHS 234A 20 9J
5K 9 HS 35K 18 579
2K 9 H 2TK 22 579
TA 9 - TA 21 579
36 9 HS 36J 19 579
7J 9 S 7J 17 579
47 9 D 477 18 579
5T 9 HS 25T 17 579
57 3 HS 557 17 3JQ
8Q 3 S 8Q 18 3JQ
36 3 D 36K 19 3JQ
TQ 3 S TQ 20 3JQ
6T 3 S 6T 16 3JQ
6A 3 D 68A 15 3JQ
38 3 D 389 20 3JQ
JQ 9 S JQ 20 9J
JQ 9 S JQ 20 9J
88 9 P 8K 18 9J
88 9 P 8J 18 9J
88 9 P 48 12 9J
8J 9 S 8J 18 9J
5K 9 HH 5TKA 26 9J
6A 9 HS 36A 20 9J
7Q 9 S 7Q 17 9J
9T 9 S 9T 19 9J
8J 2 S 8J 18 25K
9T 2 S 9T 19 25K
7Q 2 S 7Q 17 25K
6K 2 S 6K 16 25K
QK 2 S QK 20 25K
TK 2 S TK 20 25K
3Q 2 S 3Q 13 25K
3Q J HS 37Q 20 8J
39 J HS 389 20 8J
35 J HH 3568 22 8J
9K J S 9K 19 8J
9Q J S 9Q 19 8J
TA J - TA 21 8J
6J J HS 46J 20 8J
7K 7 S 7K 17 7A
78 7 H 78J 25 7A
7Q 7 S 7Q 17 7A
88 7 P 8T 18 7A
28 7 HHHS 22258 19 7A
3A 7 HHH 23TKA 26 7A
AA 7 P 4A 15 7A
TA 7 - TA 21 7A
6A 7 HS 36A 20 7A
38 K D 389 20 4QK
27 K HH 2577 21 4QK
2Q K HS 25Q 17 4QK
78 K HS 378 18 4QK
7J K S 7J 17 4QK
67 K H 67T 23 4QK
2J K HS 25J 17 4QK
4Q T HS 34Q 17 37T
8K T S 8K 18 37T
45 T HS 45A 20 37T
49 T H 499 22 37T
6T T H 56T 21 37T
5J T H 5JJ 25 37T
37 T HS 377 17 37T
4J Q H 4JK 24 JQ
3J Q H 3JK 23 JQ
37 Q H 37A 21 JQ
7Q Q S 7Q 17 JQ
25 Q HHH 22359 21 JQ
5J Q HS 35J 18 JQ
8Q Q S 8Q 18 JQ
59 3 S 59 14 3TKA
36 3 D 367 16 3TKA
45 3 D 445 13 3TKA
9Q 3 S 9Q 19 3TKA
7T 3 S 7T 17 3TKA
8J 3 S 8J 18 3TKA
37 3 D 367 16 3TKA
7J 2 S 7J 17 28J
44 2 HD 3445 16 28J
8T 2 S 8T 18 28J
5K 2 S 5K 15 28J
6T 2 S 6T 16 28J
7T 2 S 7T 17 28J
TQ 2 S TQ 20 28J
35 Q HD 3356 17 QA
4Q Q H 4QK 24 QA
9J Q S 9J 19 QA
2K Q HS 26K 18 QA
29 Q D 29Q 21 QA
KK Q S KK 20 QA
45 Q HHS 4456 19 QA
8K 5 S 8K 18 5JQ
4Q 5 S 4Q 14 5JQ
JA 5 - JA 21 5JQ
TK 5 S TK 20 5JQ
9A 5 S 9A 20 5JQ
29 5 D 289 19 5JQ
3T 5 S 3T 13 5JQ
3T 9 H 39T 22 279
4A 9 HHS 469A 20 279
TA 9 - TA 21 279
QA 9 - QA 21 279
57 9 HS 577 19 279
23 9 HH 23JJ 25 279
34 9 HHHHS 34444A 20 279
7Q 7 S 7Q 17 27J
8K 7 S 8K 18 27J
7J 7 S 7J 17 27J
5J 7 H 5JQ 25 27J
36 7 HD 236A 12 27J
3A 7 HS 34A 18 27J
48 7 H 48K 22 27J
45 2 HS 45Q 19 2467
6A 2 HS 6KA 17 2467
TK 2 S TK 20 2467
9K 2 S 9K 19 2467
67 2 S 67 13 2467
45 2 HS 45T 19 2467
2A 2 HHHS 22TAA 16 2467
4T Q HS 46T 20 57Q
56 Q D 56Q 21 57Q
39 Q HH 3399 24 57Q
2K Q HS 27K 19 57Q
6A Q HS 26A 19 57Q
5T Q H 59T 24 57Q
78 Q H 788 23 57Q
JK 9 S JK 20 9A
8Q 9 S 8Q 18 9A
78 9 H 78T 25 9A
27 9 HS 27Q 19 9A
89 9 S 89 17 9A
6Q 9 H 69Q 25 9A
26 9 HHS 2567 20 9A
45 Q HHH 24458 23 QA
2A Q HHS 26KA 19 QA
24 Q HHS 224K 18 QA
23 Q HHHS 22347 18 QA
4T Q HS 44T 18 QA
6A Q HS 6JA 17 QA
34 Q HS 34J 17 QA
46 4 D 466 16 247K
3K 4 S 3K 13 247K
2Q 4 S 2Q 12 247K
38 4 D 378 18 247K
6Q 4 S 6Q 16 247K
27 4 D 27K 19 247K
48 4 S 48 12 247K
JA A - JA 21 7A
69 A HS 269 17 7A
68 A HS 568 19 7A
58 A HS 568 19 7A
7A A HS 7AA 19 7A
46 A HS 467 17 7A
67 A H 679 22 7A
39 K HH 3459 21 JK
7T K S 7T 17 JK
49 K H 49K 23 JK
6Q K H 6QK 26 JK
79 K H 799 25 JK
3J K H 39J 22 JK
28 K HHH 2248J 26 JK
89 8 S 89 17 678
79 8 H 579 21 678
9T 8 S 9T 19 678
5A 8 HHS 5QAA 17 678
57 8 H 57K 22 678
29 8 D 279 18 678
TA 8 - TA 21 678
6T A H 56T 21 5QKA
78 A H 678 21 5QKA
8K A S 8K 18 5QKA
89 A S 89 17 5QKA
4J A H 4JK 24 5QKA
78 A H 678 21 5QKA
79 A HS 479 20 5QKA
29 A HS 269 17 JA
3K A H 39K 22 JA
78 A H 788 23 JA
6J A H 67J 23 JA
6J A H 56J 21 JA
4A A HHS 24JA 17 JA
29 A HS 279 18 JA
8A K S 8A 19 QK
2T K HS 28T 20 QK
JK K S JK 20 QK
5Q K H 5JQ 25 QK
TJ K S TJ 20 QK
25 K HH 2589 24 QK
9A K S 9A 20 QK
5K 7 H 5QK 25 7T
38 7 D 38J 21 7T
6K 7 HS 26K 18 7T
2T 7 HHS 234T 19 7T
4A 7 HS 34A 18 7T
2K 7 H 2QK 22 7T
23 7 HHS 235Q 20 7T
29 Q D 29T 21 QA
5Q Q HHS 45QA 20 QA
28 Q HS 28T 20 QA
28 Q HHS 2468 20 QA
37 Q HS 378 18 QA
23 Q HHHS 23348 20 QA
8K Q S 8K 18 QA
39 4 S 39 12 49K
6Q 4 S 6Q 16 49K
8Q 4 S 8Q 18 49K
2K 4 S 2K 12 49K
9Q 4 S 9Q 19 49K
79 4 S 79 16 49K
45 4 D 345 12 49K
8A 2 S 8A 19 23TT
69 2 S 69 15 23TT
TJ 2 S TJ 20 23TT
45 2 HS 45Q 19 23TT
3A 2 HHS 38AA 13 23TT
6J 2 S 6J 16 23TT
QA 2 - QA 21 23TT
39 6 S 39 12 3667
8A 6 D 28A 21 3667
5J 6 S 5J 15 3667
TJ 6 S TJ 20 3667
24 6 HD 234A 20 3667
7K 6 S 7K 17 3667
3Q 6 S 3Q 13 3667
6J 4 S 6J 16 489
KA 4 - KA 21 489
5T 4 S 5T 15 489
5K 4 S 5K 15 489
5J 4 S 5J 15 489
8Q 4 S 8Q 18 489
34 4 HS 346 13 489
7T 8 S 7T 17 89
37 8 D 378 18 89
38 8 D 338 14 89
7A 8 S 7A 18 89
47 8 D 47J 21 89
6A 8 HH 569A 21 89
TJ 8 S TJ 20 89
4T 8 HS 45T 19 568
7K 8 S 7K 17 568
6J 8 H 66J 22 568
25 8 HS 25K 17 568
3A 8 HHHHS 3346AA 18 568
57 8 H 57J 22 568
5T 8 H 5TT 25 568
2J 5 S 2J 12 58J
5A 5 D 59A 15 58J
29 5 D 29J 21 58J
25 5 HD 258A 16 58J
JK 5 S JK 20 58J
59 5 S 59 14 58J
8J 5 S 8J 18 58J
TA K - TA 21 8K
69 K H 679 22 8K
3A K HHH 235QA 21 8K
26 K HS 26Q 18 8K
9K K S 9K 19 8K
5T K H 57T 22 8K
TJ K S TJ 20 8K
7Q 2 S 7Q 17 27Q
46 2 D 246 12 27Q
8J 2 S 8J 18 27Q
25 2 HS 257 14 27Q
4Q 2 S 4Q 14 27Q
59 2 S 59 14 27Q
68 2 S 68 14 27Q
2Q T H 2QQ 22 45T
67 T HS 667 19 45T
7J T S 7J 17 45T
6J T H 6JJ 26 45T
2A T HS 26A 19 45T
7K T S 7K 17 45T
69 T H 679 22 45T
79 K HS 479 20 2QK
TK K S TK 20 2QK
6T K H 69T 25 2QK
48 K HS 478 19 2QK
6A K HS 6TA 17 2QK
4Q K H 47Q 21 2QK
TJ K S TJ 20 2QK
5J K H 5JK 25 4TK
38 K D 368 17 4TK
45 K HS 45A 20 4TK
24 K HH 246Q 22 4TK
29 K D 29Q 21 4TK
4K K H 49K 23 4TK
JA K - JA 21 4TK
59 2 S 59 14 26Q
89 2 S 89 17 26Q
22 2 HS 229 13 26Q
3K 2 S 3K 13 26Q
8T 2 S 8T 18 26Q
3K 2 S 3K 13 26Q
47 2 D 467 17 26Q
48 6 S 48 12 567
5A 6 D 5KA 16 567
47 6 D 47J 21 567
66 6 P 69 15 567
67 6 S 67 13 567
QA 6 - QA 21 567
44 6 HS 44K 18 567
24 6 HS 247 13 567
34 7 HH 3478 22 779
4A 7 HS 45A 20 779
79 7 H 789 24 779
89 7 S 89 17 779
7Q 7 S 7Q 17 779
58 7 HS 568 19 779
36 7 HS 36T 19 779
7J T S 7J 17 7T
88 T P 58 13 7T
28 T HH 2568 21 7T
5K T H 59K 24 7T
JA T - JA 21 7T
4K T H 48K 22 7T
6K T H 6KK 26 7T
38 T D 378 18 7T
JQ 2 S JQ 20 2368
6T 2 S 6T 16 2368
59 2 S 59 14 2368
56 2 D 56J 21 2368
QQ 2 S QQ 20 2368
37 2 D 37K 20 2368
27 2 HS 279 18 2368
5Q 5 S 5Q 15 456J
2A 5 D 29A 12 456J
3A 5 D 3QA 14 456J
37 5 D 37J 20 456J
7J 5 S 7J 17 456J
7T 5 S 7T 17 456J
58 5 S 58 13 456J
78 5 S 78 15 55K
2A 5 D 2TA 13 55K
49 5 S 49 13 55K
44 5 HD 2449 19 55K
79 5 S 79 16 55K
66 5 P 67 13 55K
6T 5 S 6T 16 55K
JJ 5 S JJ 20 55K
3T J HHS 234T 19 7J
68 J H 68J 24 7J
TQ J S TQ 20 7J
7A J HH 779A 24 7J
35 J HS 35J 18 7J
3A J HH 39JA 23 7J
